city_name,country,location_id,num_users,avg_age,std_age,min_age,max_age,admin_ratio,description,region,desc_length,is_touristique,is_capitale,is_historique,is_moderne,visiteurs
Constantine-Nord,Algérie,1270,1,37.0,0.0,37,37,0.0,"Ville des ponts suspendus, célèbre pour ses gorges et son histoire. (quartier-Nord)",Maghreb,83.0,1,0,1,0,2202
Copenhague,Danemark,1144,2,36.5,23.33452377915607,20,53,0.5,"Capitale danoise, connue pour la Petite Sirène et Tivoli.",Europe_Nord,57.0,0,1,0,0,1259
Copenhague-Est,Danemark,1846,2,45.5,16.263455967290593,34,57,0.5,"Capitale danoise, connue pour la Petite Sirène et Tivoli. (quartier-Est)",Europe_Nord,72.0,0,1,0,0,1150
Cork-Est,Irlande,1887,2,36.0,21.213203435596427,21,51,1.0,"Ville portuaire, réputée pour son marché anglais. (quartier-Est)",Europe_Nord,64.0,1,0,0,0,1380
Cork-Nord,Irlande,1419,1,54.0,0.0,54,54,0.0,"Ville portuaire, réputée pour son marché anglais. (quartier-Nord)",Europe_Nord,65.0,1,0,0,0,1277
Cork-Sud,Irlande,1653,2,41.5,12.020815280171307,33,50,0.0,"Ville portuaire, réputée pour son marché anglais. (quartier-Sud)",Europe_Nord,64.0,1,0,0,0,1474
Cracovie,Pologne,1150,1,52.0,0.0,52,52,0.0,"Ville historique, célèbre pour la place du marché et le château du Wawel.",Europe_Est,73.0,1,0,1,0,1530
Cracovie-Nord,Pologne,1384,2,35.5,3.5355339059327378,33,38,1.0,"Ville historique, célèbre pour la place du marché et le château du Wawel. (quartier-Nord)",Europe_Est,89.0,1,0,1,0,2429
Cracovie-Sud,Pologne,1618,1,54.0,0.0,54,54,1.0,"Ville historique, célèbre pour la place du marché et le château du Wawel. (quartier-Sud)",Europe_Est,88.0,1,0,1,0,2259
Córdoba-Est,Argentine,1822,2,34.0,2.8284271247461903,32,36,0.0,"Ville universitaire, réputée pour son ambiance jeune. (quartier-Est)",Amériques,68.0,1,0,0,0,2309
Córdoba-Sud,Argentine,1588,1,55.0,0.0,55,55,0.0,"Ville universitaire, réputée pour son ambiance jeune. (quartier-Sud)",Amériques,68.0,1,0,0,0,1312
Daegu,Corée du Sud,1206,1,41.0,0.0,41,41,0.0,"Ville industrielle, célèbre pour ses festivals et son textile.",Asie,62.0,1,0,0,0,1267
Daegu-Sud,Corée du Sud,1674,1,50.0,0.0,50,50,0.0,"Ville industrielle, célèbre pour ses festivals et son textile. (quartier-Sud)",Asie,77.0,1,0,0,0,1872
Debrecen-Est,Hongrie,1892,1,45.0,0.0,45,45,0.0,"Ville universitaire, réputée pour son carnaval des fleurs. (quartier-Est)",Europe_Est,73.0,1,0,0,0,1736
Debrecen-Nord,Hongrie,1424,2,32.5,13.435028842544405,23,42,0.0,"Ville universitaire, réputée pour son carnaval des fleurs. (quartier-Nord)",Europe_Est,74.0,1,0,0,0,2013
Delhi-Sud,Inde,1557,1,20.0,0.0,20,20,1.0,"Capitale indienne, connue pour le Fort Rouge et la Porte de l’Inde. (quartier-Sud)",Asie,82.0,0,1,0,0,1647
Djeddah-Est,Arabie Saoudite,1928,1,56.0,0.0,56,56,0.0,"Ville portuaire, réputée pour sa corniche et ses sculptures. (quartier-Est)",Moyen_Orient,75.0,1,0,0,0,2154
Djeddah-Sud,Arabie Saoudite,1694,2,26.0,5.656854249492381,22,30,0.5,"Ville portuaire, réputée pour sa corniche et ses sculptures. (quartier-Sud)",Moyen_Orient,75.0,1,0,0,0,1548
Djerba,Tunisie,1004,1,45.0,0.0,45,45,1.0,"Île touristique réputée pour ses plages, ses souks et la synagogue de la Ghriba.",Maghreb,80.0,1,0,0,0,2083
Djerba-Est,Tunisie,1706,2,30.0,16.97056274847714,18,42,0.0,"Île touristique réputée pour ses plages, ses souks et la synagogue de la Ghriba. (quartier-Est)",Maghreb,95.0,1,0,0,0,2521
Djerba-Nord,Tunisie,1238,1,48.0,0.0,48,48,1.0,"Île touristique réputée pour ses plages, ses souks et la synagogue de la Ghriba. (quartier-Nord)",Maghreb,96.0,1,0,0,0,2285
Djerba-Ouest,Tunisie,1940,4,44.5,14.059397805975427,24,56,0.25,"Île touristique réputée pour ses plages, ses souks et la synagogue de la Ghriba. (quartier-Ouest)",Maghreb,97.0,1,0,0,0,2856
Djerba-Sud,Tunisie,1472,3,31.666666666666668,14.153915830374764,23,48,0.3333333333333333,"Île touristique réputée pour ses plages, ses souks et la synagogue de la Ghriba. (quartier-Sud)",Maghreb,95.0,1,0,0,0,2296
Dubaï-Est,Émirats arabes unis,1935,2,33.0,4.242640687119285,30,36,1.0,"Ville futuriste, célèbre pour le Burj Khalifa et ses malls. (quartier-Est)",Moyen_Orient,74.0,1,0,0,1,2400
Dubaï-Nord,Émirats arabes unis,1467,1,56.0,0.0,56,56,0.0,"Ville futuriste, célèbre pour le Burj Khalifa et ses malls. (quartier-Nord)",Moyen_Orient,75.0,1,0,0,1,2088
Dublin,Irlande,1184,1,41.0,0.0,41,41,0.0,"Capitale irlandaise, connue pour le Trinity College et la Guinness.",Europe_Nord,67.0,0,1,0,0,1382
Dublin-Est,Irlande,1886,1,56.0,0.0,56,56,0.0,"Capitale irlandaise, connue pour le Trinity College et la Guinness. (quartier-Est)",Europe_Nord,82.0,0,1,0,0,1862
Dublin-Nord,Irlande,1418,1,46.0,0.0,46,46,0.0,"Capitale irlandaise, connue pour le Trinity College et la Guinness. (quartier-Nord)",Europe_Nord,83.0,0,1,0,0,1391
Dublin-Sud,Irlande,1652,1,57.0,0.0,57,57,0.0,"Capitale irlandaise, connue pour le Trinity College et la Guinness. (quartier-Sud)",Europe_Nord,82.0,0,1,0,0,1562
Durban,Afrique du Sud,1111,2,20.5,3.5355339059327378,18,23,0.5,"Ville balnéaire, réputée pour ses plages et son port.",Afrique,53.0,1,0,0,0,1998
Durban-Est,Afrique du Sud,1813,2,25.5,4.949747468305833,22,29,0.5,"Ville balnéaire, réputée pour ses plages et son port. (quartier-Est)",Afrique,68.0,1,0,0,0,1384
Durban-Sud,Afrique du Sud,1579,2,46.5,17.67766952966369,34,59,0.5,"Ville balnéaire, réputée pour ses plages et son port. (quartier-Sud)",Afrique,68.0,1,0,0,0,1597
Edimbourg,Royaume-Uni,1057,2,38.5,7.7781745930520225,33,44,0.5,"Ville écossaise, réputée pour son château et son festival.",Europe_Nord,58.0,1,0,1,0,1782
Edimbourg-Est,Royaume-Uni,1759,3,40.0,7.54983443527075,32,47,0.3333333333333333,"Ville écossaise, réputée pour son château et son festival. (quartier-Est)",Europe_Nord,73.0,1,0,1,0,2296
Edimbourg-Nord,Royaume-Uni,1291,3,41.333333333333336,16.072751268321593,23,53,0.3333333333333333,"Ville écossaise, réputée pour son château et son festival. (quartier-Nord)",Europe_Nord,74.0,1,0,1,0,1937
Eindhoven-Nord,Pays-Bas,1402,2,38.5,16.263455967290593,27,50,0.5,"Ville technologique, connue pour Philips et le design. (quartier-Nord)",Europe_Ouest,70.0,0,0,0,0,1770
Eindhoven-Sud,Pays-Bas,1636,1,20.0,0.0,20,20,1.0,"Ville technologique, connue pour Philips et le design. (quartier-Sud)",Europe_Ouest,69.0,0,0,0,0,1584
Ekaterinbourg-Est,Russie,1779,1,58.0,0.0,58,58,0.0,Ville industrielle de l’Oural. (quartier-Est),Europe_Est,45.0,0,0,0,0,942
Ekaterinbourg-Nord,Russie,1311,1,19.0,0.0,19,19,1.0,Ville industrielle de l’Oural. (quartier-Nord),Europe_Est,46.0,0,0,0,0,766
Ekaterinbourg-Sud,Russie,1545,1,46.0,0.0,46,46,0.0,Ville industrielle de l’Oural. (quartier-Sud),Europe_Est,45.0,0,0,0,0,564
El Kef,Tunisie,1016,2,41.5,3.5355339059327378,39,44,0.5,"Ville perchée sur les montagnes, connue pour sa kasbah et ses sites archéologiques.",Maghreb,83.0,0,0,0,0,1887
El Kef-Est,Tunisie,1718,1,52.0,0.0,52,52,0.0,"Ville perchée sur les montagnes, connue pour sa kasbah et ses sites archéologiques. (quartier-Est)",Maghreb,98.0,0,0,0,0,1633
El Kef-Nord,Tunisie,1250,1,58.0,0.0,58,58,1.0,"Ville perchée sur les montagnes, connue pour sa kasbah et ses sites archéologiques. (quartier-Nord)",Maghreb,99.0,0,0,0,0,1981
El Kef-Sud,Tunisie,1484,3,38.66666666666666,18.33939293797189,18,53,0.6666666666666666,"Ville perchée sur les montagnes, connue pour sa kasbah et ses sites archéologiques. (quartier-Sud)",Maghreb,98.0,0,0,0,0,1740
Eldoret-Sud,Kenya,1690,1,49.0,0.0,49,49,0.0,"Ville sportive, célèbre pour ses coureurs de fond. (quartier-Sud)",Afrique,65.0,1,0,0,0,1940
Esbjerg,Danemark,1148,1,22.0,0.0,22,22,1.0,"Ville portuaire, réputée pour ses sculptures et son énergie.",Europe_Nord,60.0,1,0,0,0,1774
Esbjerg-Est,Danemark,1850,1,24.0,0.0,24,24,0.0,"Ville portuaire, réputée pour ses sculptures et son énergie. (quartier-Est)",Europe_Nord,75.0,1,0,0,0,2213
Esbjerg-Nord,Danemark,1382,2,44.5,0.7071067811865476,44,45,0.5,"Ville portuaire, réputée pour ses sculptures et son énergie. (quartier-Nord)",Europe_Nord,76.0,1,0,0,0,2202
Espoo,Finlande,1140,1,50.0,0.0,50,50,0.0,"Ville technologique, réputée pour ses entreprises innovantes.",Europe_Nord,61.0,1,0,0,0,1450
Espoo-Est,Finlande,1842,1,22.0,0.0,22,22,1.0,"Ville technologique, réputée pour ses entreprises innovantes. (quartier-Est)",Europe_Nord,76.0,1,0,0,0,1923
Espoo-Nord,Finlande,1374,1,18.0,0.0,18,18,0.0,"Ville technologique, réputée pour ses entreprises innovantes. (quartier-Nord)",Europe_Nord,77.0,1,0,0,0,1465
Espoo-Sud,Finlande,1608,4,48.0,10.954451150103322,32,56,0.25,"Ville technologique, réputée pour ses entreprises innovantes. (quartier-Sud)",Europe_Nord,76.0,1,0,0,0,2559
Essaouira-Nord,Maroc,1457,1,24.0,0.0,24,24,0.0,"Ville côtière, réputée pour sa médina et ses festivals de musique. (quartier-Nord)",Maghreb,82.0,1,0,1,0,2153
Faro,Portugal,1162,1,32.0,0.0,32,32,0.0,"Ville de l’Algarve, célèbre pour ses plages et sa vieille ville.",Europe_Sud,64.0,1,0,0,0,1724
Faro-Est,Portugal,1864,1,56.0,0.0,56,56,0.0,"Ville de l’Algarve, célèbre pour ses plages et sa vieille ville. (quartier-Est)",Europe_Sud,79.0,1,0,0,0,1796
Faro-Nord,Portugal,1396,2,45.5,14.849242404917495,35,56,0.5,"Ville de l’Algarve, célèbre pour ses plages et sa vieille ville. (quartier-Nord)",Europe_Sud,80.0,1,0,0,0,1730
Faro-Sud,Portugal,1630,1,46.0,0.0,46,46,0.0,"Ville de l’Algarve, célèbre pour ses plages et sa vieille ville. (quartier-Sud)",Europe_Sud,79.0,1,0,0,0,2138
Florence,Italie,1042,1,19.0,0.0,19,19,0.0,"Ville d’art, célèbre pour le Duomo et la galerie des Offices.",Europe_Sud,61.0,1,0,0,0,1864
Florence-Nord,Italie,1276,1,57.0,0.0,57,57,1.0,"Ville d’art, célèbre pour le Duomo et la galerie des Offices. (quartier-Nord)",Europe_Sud,77.0,1,0,0,0,1540
Florence-Ouest,Italie,1978,2,31.5,9.192388155425116,25,38,0.0,"Ville d’art, célèbre pour le Duomo et la galerie des Offices. (quartier-Ouest)",Europe_Sud,78.0,1,0,0,0,2020
Fortaleza,Brésil,1073,2,49.5,9.192388155425116,43,56,0.5,"Ville balnéaire, connue pour ses plages et son climat tropical.",Amériques,63.0,1,0,0,0,1365
Fortaleza-Nord,Brésil,1307,1,52.0,0.0,52,52,1.0,"Ville balnéaire, connue pour ses plages et son climat tropical. (quartier-Nord)",Amériques,79.0,1,0,0,0,1914
Francfort,Allemagne,1051,2,43.5,4.949747468305833,40,47,0.5,"Ville financière, réputée pour ses gratte-ciel et son aéroport.",Europe_Ouest,63.0,1,0,0,1,1489
Francfort-Ouest,Allemagne,1987,3,30.0,12.288205727444508,21,44,0.3333333333333333,"Ville financière, réputée pour ses gratte-ciel et son aéroport. (quartier-Ouest)",Europe_Ouest,80.0,1,0,0,1,2438
Fès,Maroc,1030,1,38.0,0.0,38,38,1.0,"Ville impériale, réputée pour sa médina et ses tanneries.",Maghreb,57.0,1,0,1,0,1868
Fès-Est,Maroc,1732,1,43.0,0.0,43,43,0.0,"Ville impériale, réputée pour sa médina et ses tanneries. (quartier-Est)",Maghreb,72.0,1,0,1,0,1562
Fès-Nord,Maroc,1264,1,32.0,0.0,32,32,0.0,"Ville impériale, réputée pour sa médina et ses tanneries. (quartier-Nord)",Maghreb,73.0,1,0,1,0,1415
Fès-Ouest,Maroc,1966,1,24.0,0.0,24,24,1.0,"Ville impériale, réputée pour sa médina et ses tanneries. (quartier-Ouest)",Maghreb,74.0,1,0,1,0,2135
Fès-Sud,Maroc,1498,2,23.5,7.7781745930520225,18,29,0.5,"Ville impériale, réputée pour sa médina et ses tanneries. (quartier-Sud)",Maghreb,72.0,1,0,1,0,1997
Gabès,Tunisie,1008,2,26.5,0.7071067811865476,26,27,0.5,"Ville oasis du sud, réputée pour ses palmeraies et son marché aux épices.",Maghreb,73.0,1,0,0,0,2111
Gabès-Est,Tunisie,1710,1,29.0,0.0,29,29,0.0,"Ville oasis du sud, réputée pour ses palmeraies et son marché aux épices. (quartier-Est)",Maghreb,88.0,1,0,0,0,2036
Gabès-Sud,Tunisie,1476,1,21.0,0.0,21,21,1.0,"Ville oasis du sud, réputée pour ses palmeraies et son marché aux épices. (quartier-Sud)",Maghreb,88.0,1,0,0,0,2053
Galway,Irlande,1186,2,35.0,21.213203435596427,20,50,0.5,"Ville de l’ouest, célèbre pour ses festivals et sa musique.",Europe_Nord,59.0,1,0,0,0,2242
Galway-Est,Irlande,1888,1,59.0,0.0,59,59,1.0,"Ville de l’ouest, célèbre pour ses festivals et sa musique. (quartier-Est)",Europe_Nord,74.0,1,0,0,0,1985
Galway-Nord,Irlande,1420,1,48.0,0.0,48,48,1.0,"Ville de l’ouest, célèbre pour ses festivals et sa musique. (quartier-Nord)",Europe_Nord,75.0,1,0,0,0,2145
Gand,Belgique,1171,1,50.0,0.0,50,50,1.0,"Ville historique, célèbre pour ses canaux et son château.",Europe_Ouest,57.0,1,0,1,0,1197
Gand-Est,Belgique,1873,1,39.0,0.0,39,39,1.0,"Ville historique, célèbre pour ses canaux et son château. (quartier-Est)",Europe_Ouest,72.0,1,0,1,0,1939
Gand-Nord,Belgique,1405,2,22.0,2.8284271247461903,20,24,0.5,"Ville historique, célèbre pour ses canaux et son château. (quartier-Nord)",Europe_Ouest,73.0,1,0,1,0,1985
Gand-Sud,Belgique,1639,1,36.0,0.0,36,36,1.0,"Ville historique, célèbre pour ses canaux et son château. (quartier-Sud)",Europe_Ouest,72.0,1,0,1,0,1659
Gdansk,Pologne,1151,1,19.0,0.0,19,19,1.0,"Ville portuaire, réputée pour son histoire et son architecture.",Europe_Est,63.0,1,0,1,0,2027
Gdansk-Nord,Pologne,1385,1,57.0,0.0,57,57,1.0,"Ville portuaire, réputée pour son histoire et son architecture. (quartier-Nord)",Europe_Est,79.0,1,0,1,0,2347
Gdansk-Sud,Pologne,1619,2,47.5,17.67766952966369,35,60,1.0,"Ville portuaire, réputée pour son histoire et son architecture. (quartier-Sud)",Europe_Est,78.0,1,0,1,0,1810
Genève,Suisse,1175,1,29.0,0.0,29,29,0.0,"Ville internationale, célèbre pour l’ONU et le jet d’eau.",Europe_Ouest,57.0,1,0,0,0,1809
Gizeh-Sud,Égypte,1564,1,26.0,0.0,26,26,1.0,"Ville des pyramides, réputée pour le Sphinx. (quartier-Sud)",Afrique,59.0,1,0,0,0,1695
Graz,Autriche,1182,1,35.0,0.0,35,35,0.0,"Ville universitaire, connue pour son architecture moderne.",Europe_Ouest,58.0,0,0,0,1,1027
Graz-Est,Autriche,1884,1,37.0,0.0,37,37,1.0,"Ville universitaire, connue pour son architecture moderne. (quartier-Est)",Europe_Ouest,73.0,0,0,0,1,1302
Graz-Nord,Autriche,1416,1,43.0,0.0,43,43,1.0,"Ville universitaire, connue pour son architecture moderne. (quartier-Nord)",Europe_Ouest,74.0,0,0,0,1,1070
Graz-Sud,Autriche,1650,2,30.0,1.4142135623730951,29,31,1.0,"Ville universitaire, connue pour son architecture moderne. (quartier-Sud)",Europe_Ouest,73.0,0,0,0,1,1119
Guadalajara,Mexique,1115,1,38.0,0.0,38,38,0.0,"Ville du Jalisco, réputée pour le mariachi et la tequila.",Amériques,57.0,1,0,0,0,1394
Guadalajara-Nord,Mexique,1349,1,37.0,0.0,37,37,0.0,"Ville du Jalisco, réputée pour le mariachi et la tequila. (quartier-Nord)",Amériques,73.0,1,0,0,0,1714
Guadalajara-Sud,Mexique,1583,1,22.0,0.0,22,22,1.0,"Ville du Jalisco, réputée pour le mariachi et la tequila. (quartier-Sud)",Amériques,72.0,1,0,0,0,1696
Guangzhou,Chine,1081,2,43.0,19.79898987322333,29,57,1.0,"Ville du sud, réputée pour sa cuisine et son commerce.",Asie,54.0,1,0,0,0,1522
Guangzhou-Est,Chine,1783,1,59.0,0.0,59,59,1.0,"Ville du sud, réputée pour sa cuisine et son commerce. (quartier-Est)",Asie,69.0,1,0,0,0,2247
Guangzhou-Nord,Chine,1315,2,30.5,17.67766952966369,18,43,1.0,"Ville du sud, réputée pour sa cuisine et son commerce. (quartier-Nord)",Asie,70.0,1,0,0,0,2032
Guangzhou-Sud,Chine,1549,1,55.0,0.0,55,55,1.0,"Ville du sud, réputée pour sa cuisine et son commerce. (quartier-Sud)",Asie,69.0,1,0,0,0,1917
Göteborg-Est,Suède,1832,1,50.0,0.0,50,50,0.0,"Ville portuaire, réputée pour ses musées et son ambiance détendue. (quartier-Est)",Europe_Nord,81.0,1,0,0,0,2382
Göteborg-Nord,Suède,1364,2,58.5,2.1213203435596424,57,60,0.5,"Ville portuaire, réputée pour ses musées et son ambiance détendue. (quartier-Nord)",Europe_Nord,82.0,1,0,0,0,2264
Göteborg-Sud,Suède,1598,1,23.0,0.0,23,23,0.0,"Ville portuaire, réputée pour ses musées et son ambiance détendue. (quartier-Sud)",Europe_Nord,81.0,1,0,0,0,1668
Hambourg,Allemagne,1052,1,26.0,0.0,26,26,1.0,"Ville portuaire, connue pour son port et ses entrepôts.",Europe_Ouest,55.0,0,0,0,0,1008
Hambourg-Est,Allemagne,1754,3,41.0,12.767145334803704,30,55,1.0,"Ville portuaire, connue pour son port et ses entrepôts. (quartier-Est)",Europe_Ouest,70.0,0,0,0,0,1709
Hambourg-Sud,Allemagne,1520,1,38.0,0.0,38,38,0.0,"Ville portuaire, connue pour son port et ses entrepôts. (quartier-Sud)",Europe_Ouest,70.0,0,0,0,0,1255
Hammamet,Tunisie,1015,2,37.5,20.50609665440988,23,52,0.0,"Station balnéaire prisée, célèbre pour ses plages et sa médina fleurie.",Maghreb,71.0,1,0,1,0,1820
Hammamet-Est,Tunisie,1717,4,38.75,14.407752542757436,22,57,0.75,"Station balnéaire prisée, célèbre pour ses plages et sa médina fleurie. (quartier-Est)",Maghreb,86.0,1,0,1,0,2408
Hammamet-Nord,Tunisie,1249,2,40.5,7.7781745930520225,35,46,0.5,"Station balnéaire prisée, célèbre pour ses plages et sa médina fleurie. (quartier-Nord)",Maghreb,87.0,1,0,1,0,1887
Hammamet-Ouest,Tunisie,1951,3,31.0,6.557438524302,25,38,0.6666666666666666,"Station balnéaire prisée, célèbre pour ses plages et sa médina fleurie. (quartier-Ouest)",Maghreb,88.0,1,0,1,0,2356
Hammamet-Sud,Tunisie,1483,1,37.0,0.0,37,37,0.0,"Station balnéaire prisée, célèbre pour ses plages et sa médina fleurie. (quartier-Sud)",Maghreb,86.0,1,0,1,0,1684
Haïfa-Est,Israël,1933,3,42.333333333333336,4.041451884327381,40,47,0.6666666666666666,"Ville portuaire, célèbre pour ses jardins Bahá’í. (quartier-Est)",Moyen_Orient,64.0,1,0,0,0,2258
Haïfa-Nord,Israël,1465,2,37.5,3.5355339059327378,35,40,0.5,"Ville portuaire, célèbre pour ses jardins Bahá’í. (quartier-Nord)",Moyen_Orient,65.0,1,0,0,0,1583
Haïfa-Sud,Israël,1699,2,53.0,5.656854249492381,49,57,1.0,"Ville portuaire, célèbre pour ses jardins Bahá’í. (quartier-Sud)",Moyen_Orient,64.0,1,0,0,0,2023
Helsinki,Finlande,1139,1,40.0,0.0,40,40,1.0,"Capitale finlandaise, connue pour sa mer et son design.",Europe_Nord,55.0,0,1,0,0,1313
Helsinki-Est,Finlande,1841,1,25.0,0.0,25,25,0.0,"Capitale finlandaise, connue pour sa mer et son design. (quartier-Est)",Europe_Nord,70.0,0,1,0,0,1774
Helsinki-Nord,Finlande,1373,1,20.0,0.0,20,20,1.0,"Capitale finlandaise, connue pour sa mer et son design. (quartier-Nord)",Europe_Nord,71.0,0,1,0,0,1636
Hyderabad,Inde,1093,1,50.0,0.0,50,50,0.0,"Ville historique, célèbre pour le Charminar et sa cuisine.",Asie,58.0,1,0,1,0,1553
Hyderabad-Est,Inde,1795,2,49.0,0.0,49,49,0.0,"Ville historique, célèbre pour le Charminar et sa cuisine. (quartier-Est)",Asie,73.0,1,0,1,0,2101
Hyderabad-Nord,Inde,1327,1,31.0,0.0,31,31,0.0,"Ville historique, célèbre pour le Charminar et sa cuisine. (quartier-Nord)",Asie,74.0,1,0,1,0,1947
Hyderabad-Sud,Inde,1561,1,41.0,0.0,41,41,1.0,"Ville historique, célèbre pour le Charminar et sa cuisine. (quartier-Sud)",Asie,73.0,1,0,1,0,1801
Héraklion-Nord,Grèce,1391,4,51.5,5.259911279353167,47,59,1.0,"Ville crétoise, célèbre pour le palais de Knossos. (quartier-Nord)",Europe_Sud,66.0,1,0,0,0,1792
Héraklion-Sud,Grèce,1625,1,35.0,0.0,35,35,1.0,"Ville crétoise, célèbre pour le palais de Knossos. (quartier-Sud)",Europe_Sud,65.0,1,0,0,0,1941
Ibadan,Nigeria,1218,1,29.0,0.0,29,29,1.0,"Ville universitaire, connue pour ses collines et son histoire.",Afrique,62.0,0,0,1,0,832
Ibadan-Sud,Nigeria,1686,2,37.5,3.5355339059327378,35,40,0.5,"Ville universitaire, connue pour ses collines et son histoire. (quartier-Sud)",Afrique,77.0,0,0,1,0,1799
Incheon,Corée du Sud,1205,1,55.0,0.0,55,55,1.0,"Ville aéroportuaire, connue pour son port et son Chinatown.",Asie,59.0,0,0,0,0,1186
Incheon-Sud,Corée du Sud,1673,2,30.5,17.67766952966369,18,43,0.5,"Ville aéroportuaire, connue pour son port et son Chinatown. (quartier-Sud)",Asie,74.0,0,0,0,0,1381
Innsbruck,Autriche,1181,1,34.0,0.0,34,34,0.0,"Ville alpine, réputée pour ses sports d’hiver.",Europe_Ouest,46.0,1,0,0,0,1623
Innsbruck-Est,Autriche,1883,1,38.0,0.0,38,38,1.0,"Ville alpine, réputée pour ses sports d’hiver. (quartier-Est)",Europe_Ouest,61.0,1,0,0,0,1477
Innsbruck-Nord,Autriche,1415,1,44.0,0.0,44,44,0.0,"Ville alpine, réputée pour ses sports d’hiver. (quartier-Nord)",Europe_Ouest,62.0,1,0,0,0,1729
Innsbruck-Sud,Autriche,1649,3,27.0,5.5677643628300215,22,33,0.3333333333333333,"Ville alpine, réputée pour ses sports d’hiver. (quartier-Sud)",Europe_Ouest,61.0,1,0,0,0,2216
Istanbul,Turquie,1099,1,21.0,0.0,21,21,1.0,"Ville transcontinentale, célèbre pour la mosquée Sainte-Sophie et le Bosphore.",Moyen_Orient,78.0,1,0,0,0,1765
Istanbul-Est,Turquie,1801,2,39.0,24.04163056034261,22,56,0.5,"Ville transcontinentale, célèbre pour la mosquée Sainte-Sophie et le Bosphore. (quartier-Est)",Moyen_Orient,93.0,1,0,0,0,2016
Istanbul-Nord,Turquie,1333,1,33.0,0.0,33,33,1.0,"Ville transcontinentale, célèbre pour la mosquée Sainte-Sophie et le Bosphore. (quartier-Nord)",Moyen_Orient,94.0,1,0,0,0,1652
Izmir,Turquie,1101,2,34.5,9.192388155425116,28,41,1.0,"Ville portuaire, réputée pour sa corniche et ses foires.",Moyen_Orient,56.0,1,0,0,0,1872
Izmir-Nord,Turquie,1335,1,24.0,0.0,24,24,0.0,"Ville portuaire, réputée pour sa corniche et ses foires. (quartier-Nord)",Moyen_Orient,72.0,1,0,0,0,1944
Jakarta,Indonésie,1211,2,46.0,16.97056274847714,34,58,1.0,"Capitale, connue pour ses gratte-ciel et sa diversité culturelle.",Asie,65.0,0,1,0,1,1801
Jakarta-Nord,Indonésie,1445,1,39.0,0.0,39,39,0.0,"Capitale, connue pour ses gratte-ciel et sa diversité culturelle. (quartier-Nord)",Asie,81.0,0,1,0,1,990
Jakarta-Sud,Indonésie,1679,2,38.5,14.849242404917495,28,49,0.0,"Capitale, connue pour ses gratte-ciel et sa diversité culturelle. (quartier-Sud)",Asie,80.0,0,1,0,1,1698
Johannesburg,Afrique du Sud,1110,1,39.0,0.0,39,39,0.0,"Ville économique, connue pour son histoire minière.",Afrique,51.0,0,0,1,0,722
Johannesburg-Est,Afrique du Sud,1812,2,43.0,7.071067811865476,38,48,0.5,"Ville économique, connue pour son histoire minière. (quartier-Est)",Afrique,66.0,0,0,1,0,861
Johannesburg-Nord,Afrique du Sud,1344,1,44.0,0.0,44,44,1.0,"Ville économique, connue pour son histoire minière. (quartier-Nord)",Afrique,67.0,0,0,1,0,1411
Jérusalem,Israël,1229,3,44.333333333333336,13.316656236958789,29,53,0.6666666666666666,"Ville historique, connue pour ses lieux saints et sa vieille ville.",Moyen_Orient,67.0,0,0,1,0,1189
Jérusalem-Est,Israël,1931,1,38.0,0.0,38,38,0.0,"Ville historique, connue pour ses lieux saints et sa vieille ville. (quartier-Est)",Moyen_Orient,82.0,0,0,1,0,1485
Jérusalem-Sud,Israël,1697,2,51.5,9.192388155425116,45,58,0.0,"Ville historique, connue pour ses lieux saints et sa vieille ville. (quartier-Sud)",Moyen_Orient,82.0,0,0,1,0,1874
Kairouan-Nord,Tunisie,1243,1,59.0,0.0,59,59,1.0,"Ville sainte de l’islam, célèbre pour sa grande mosquée et ses tapis artisanaux. (quartier-Nord)",Maghreb,96.0,1,0,0,0,2556
Kairouan-Ouest,Tunisie,1945,1,57.0,0.0,57,57,1.0,"Ville sainte de l’islam, célèbre pour sa grande mosquée et ses tapis artisanaux. (quartier-Ouest)",Maghreb,97.0,1,0,0,0,2305
Kano-Est,Nigeria,1919,1,25.0,0.0,25,25,0.0,"Ville historique, célèbre pour son marché et sa culture haoussa. (quartier-Est)",Afrique,79.0,1,0,1,0,1614
Kano-Nord,Nigeria,1451,2,47.5,6.363961030678928,43,52,0.5,"Ville historique, célèbre pour son marché et sa culture haoussa. (quartier-Nord)",Afrique,80.0,1,0,1,0,1884
Kano-Sud,Nigeria,1685,1,37.0,0.0,37,37,1.0,"Ville historique, célèbre pour son marché et sa culture haoussa. (quartier-Sud)",Afrique,79.0,1,0,1,0,1792
Kazan,Russie,1078,2,46.0,0.0,46,46,0.5,"Ville du Tatarstan, connue pour son kremlin et sa diversité culturelle.",Europe_Est,71.0,0,0,0,0,1547
Kazan-Est,Russie,1780,1,20.0,0.0,20,20,0.0,"Ville du Tatarstan, connue pour son kremlin et sa diversité culturelle. (quartier-Est)",Europe_Est,86.0,0,0,0,0,1089
Kazan-Sud,Russie,1546,1,38.0,0.0,38,38,1.0,"Ville du Tatarstan, connue pour son kremlin et sa diversité culturelle. (quartier-Sud)",Europe_Est,86.0,0,0,0,0,1012
Kisumu,Kenya,1221,3,47.333333333333336,11.590225767142474,34,55,0.6666666666666666,"Ville du lac Victoria, connue pour sa pêche et ses marchés.",Afrique,59.0,0,0,0,0,1573
